,id_num,title,release_date,poster_path,overview,vote_average,original_title,original_language,backdrop_path,popularity,homepage,revenue,runtime,budget
12,717728,Jeepers Creepers: Reborn,2022-09-15,/aGBuiirBIQ7o64FmJxO53eYDuro.jpg,"Forced to travel with her boyfriend to a horror festival, Laine begins to experience disturbing visions associated with the urban legend of The Creeper. As the festival arrives and the blood-soaked entertainment builds to a frenzy, she becomes the center of it while something unearthly has been summoned.",5.8,Jeepers Creepers: Reborn,en,/tIX6j3NzadlwGcJ52nuWdmtOQkg.jpg,1135.787,https://www.jeeperscreepersreborn.com/,2892594,88,20000000
13,1033107,Wild Is the Wind,2022-10-28,/rITxQBtnMpneZf8QzH1dqONQocx.jpg,"When two corrupt police officers investigate the brutal murder of a young girl, tensions come to a head in their small, racially-segregated town.",5.8,Wild Is the Wind,en,/akYTfFvYkFGJReFxXM841NidlAa.jpg,987.668,https://www.netflix.com/title/81483371,0,123,0
14,944864,The Takeover,2022-11-01,/g7rdcofib7HqdlDP1LT7Hmf1f2o.jpg,Self-proclaimed ethical hacker Mel Bandison's life is turned upside down when she stops a data breach on a high-tech self-driving bus that also happens to shut down an international criminal network. She then becomes a target and is framed with a deepfake video that “shows” that she murders someone.,5.7,The Takeover,nl,/cvOHMfZTxIiNI9yyjYgYfCpT48p.jpg,1010.163,,0,87,0
15,856245,To Kill the Beast,2022-04-28,/hAdkgE8lHelIQWpgrHk4wjEnbxQ.jpg,"Emilia arrives at her Aunt Inés' hostel located on the Argentina-Brazil border, looking for her missing brother. In this lush jungle a dangerous beast which takes the form of different animals seems to be roaming around.",5.9,Matar a la Bestia,es,/hNzrnsH9FMMfITu2xQqaf70CRv5.jpg,1243.353,,0,89,0
16,642885,Hocus Pocus 2,2022-09-27,/7ze7YNmUaX81ufctGqt0AgHxRtL.jpg,"29 years since the Black Flame Candle was last lit, the 17th-century Sanderson sisters are resurrected, and they are looking for revenge. Now it's up to three high school students to stop the ravenous witches from wreaking a new kind of havoc on Salem before dawn on All Hallow's Eve.",7.5,Hocus Pocus 2,en,/iS9U3VHpPEjTWnwmW56CrBlpgLj.jpg,984.99,https://www.disneyplus.com/movies/hocus-pocus-2/4Q5cWHlnVCun,0,107,30000000
17,896485,Overdose,2022-11-04,/9RvM4wawLRlX608FgZr9kL8CLmy.jpg,"Captain Sara Bellaiche, from Toulouse Judiciary Police branch, is investigating a go-fast linked to the murder of two teenagers, an investigation led by Richard Cross, from the Paris Criminal Brigade. Forced to collaborate in order to find the murderer and stop the bloody go-fast, Sara and Richard are both thrown in a breathless race against the clock on the roads of Spain and France.",6.6,Overdose,fr,/y4XBYLldCLuNLVeObTndfAaUrc3.jpg,1280.408,,0,119,0
18,830788,The Invitation,2022-08-24,/jcTq6gIskCsHlKDvCKKouEfiU66.jpg,"After the death of her mother, Evie is approached by an unknown cousin who invites her to a lavish wedding in the English countryside. Soon, she realizes a gothic conspiracy is afoot and must fight for survival as she uncovers twisted secrets in her family’s history.",6.4,The Invitation,en,/yo0qfH2dQGGMxkfivdkz5zxVatD.jpg,871.864,https://www.theinvitation.movie,30000000,105,10000000
19,616037,Thor: Love and Thunder,2022-07-06,/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",6.7,Thor: Love and Thunder,en,/jsoz1HlxczSuTx0mDl2h0lxy36l.jpg,980.966,https://www.marvel.com/movies/thor-love-and-thunder,760000000,119,250000000
20,361743,Top Gun: Maverick,2022-05-24,/62HCnUTziyWcpDaBO2i1DX17ljH.jpg,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",8.3,Top Gun: Maverick,en,/odJ4hx6g6vBt4lBWKFD1tI8WS4x.jpg,903.97,https://www.topgunmovie.com,1482656000,131,170000000
21,420634,Terrifier,2016-03-15,/nfRlQCl590F30L37aihuqBGBvaO.jpg,"On Halloween night, a young woman finds herself as the obsession of a sadistic murderer known as Art the Clown.",6.6,Terrifier,en,/naNXYdBzTEb1KwOdi1RbBkM9Zv1.jpg,760.305,,0,84,100000
22,718930,Bullet Train,2022-07-03,/tVxDe01Zy3kZqaZRNiXFGDICdZk.jpg,"Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.",7.5,Bullet Train,en,/zt6sKnx9dEiRCb7oVMlfmmMGJMO.jpg,885.009,https://www.bullettrainmovie.com,239260044,127,90000000
23,575322,Project Gemini,2022-01-06,/rFljUdOozFEv6HDHIFpFvcYW0ec.jpg,"After depleting Earth's resources for centuries, humankind's survival requires an exodus to outer space. An international expedition is quickly formed to find a suitable new planet, but when plans go awry, the crew is suddenly stranded without power on a strange planet, where something unimaginable lies in wait.",5.6,Звёздный разум,en,/etP5jwlwvkNhwe7jnI2AyA6ZKrR.jpg,867.89,,0,98,0
24,960704,Fullmetal Alchemist: The Final Alchemy,2022-06-24,/AeyiuQUUs78bPkz18FY3AzNFF8b.jpg,"The Elric brothers’ long and winding journey comes to a close in this epic finale, where they must face off against an unworldly, nationwide threat.",6.3,鋼の錬金術師 完結編 最後の錬成,ja,/5hoS3nEkGGXUfmnu39yw1k52JX5.jpg,855.1,https://www.netflix.com/title/81266981,0,143,0
25,848526,Family Game,2022-06-17,/2symxAMYXpJ9mJ8YOc2b5ZEKIAQ.jpg,"Follows the Arsenaults, a small-time poach family in Témiscouata, Quebec.",5.1,Arsenault & Fils,fr,/3Ykwi0ObNpqy5gAwhddmxKWs1dp.jpg,844.427,,0,110,4000000
26,507086,Jurassic World Dominion,2022-06-01,/kAVRgw7GgK1CfYEJq8ME6EvRIgU.jpg,"Four years after the destruction of Isla Nublar, Biosyn operatives attempt to track down Maisie Lockwood, while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects.",7.0,Jurassic World Dominion,en,/3PieOs1t6dPHWlgvX3XoqTIQLqN.jpg,803.21,https://www.jurassicworld.com,1001000000,147,165000000
27,532639,Pinocchio,2022-09-07,/g8sclIV4gj1TZqUpnL82hKOTK3B.jpg,A wooden puppet embarks on a thrilling adventure to become a real boy.,6.7,Pinocchio,en,/nnUQqlVZeEGuCRx8SaoCU4XVHJN.jpg,1010.629,https://www.disneyplus.com/movies/pinocchio/5fzcpc295rQn,0,105,0
28,766507,Prey,2022-08-02,/ujr5pztc1oitbe7ViMUOilFaJ7s.jpg,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",7.9,Prey,en,/7ZO9yoEU2fAHKhmJWfAc2QIPWJg.jpg,817.303,https://www.20thcenturystudios.com/movies/prey,0,100,65000000
